Tiempo,Velocidad,Latitud,Longitud,T_acumulado_min
2024-10-01 06:19:59,16.4,-0.248505,-78.518908,445.3999999999956
2024-10-01 06:20:04,25.5,-0.248238,-78.518783,445.4833333333289
2024-10-01 06:20:05,23.8,-0.248191,-78.518743,445.49999999999557
2024-10-01 06:20:06,20.9,-0.248155,-78.518701,445.5166666666622
2024-10-01 06:20:09,22.2,-0.248068,-78.518553,445.56666666666223
2024-10-01 06:20:14,13.5,-0.247965,-78.518336,445.64999999999554
2024-10-01 06:20:19,0.0,-0.247943,-78.518295,445.73333333332886
2024-10-01 06:20:48,5.3,-0.247925,-78.51825,446.2166666666622
2024-10-01 06:20:52,13.3,-0.247873,-78.51817,446.28333333332887
2024-10-01 06:20:53,15.9,-0.247853,-78.518136,446.2999999999955
2024-10-01 06:20:58,9.8,-0.247751,-78.518,446.38333333332884
2024-10-01 06:21:02,12.5,-0.247696,-78.517903,446.4499999999955
2024-10-01 06:21:06,11.8,-0.247668,-78.517791,446.51666666666216
2024-10-01 06:21:11,23.1,-0.247658,-78.517573,446.5999999999955
2024-10-01 06:21:14,31.4,-0.247618,-78.517365,446.6499999999955
2024-10-01 06:21:16,33.7,-0.247556,-78.517215,446.68333333332885
2024-10-01 06:21:18,35.3,-0.247455,-78.517073,446.7166666666622
2024-10-01 06:21:20,37.0,-0.247325,-78.516948,446.74999999999557
2024-10-01 06:21:22,37.9,-0.247163,-78.516851,446.7833333333289
2024-10-01 06:21:27,42.5,-0.246683,-78.516678,446.86666666666224
2024-10-01 06:21:32,38.8,-0.24618,-78.516468,446.94999999999555
2024-10-01 06:21:36,22.2,-0.245951,-78.516293,447.0166666666622
2024-10-01 06:21:41,0.0,-0.245865,-78.516205,447.09999999999553
2024-10-01 06:22:23,5.0,-0.245821,-78.51614,447.7999999999955
2024-10-01 06:22:28,14.6,-0.245751,-78.516038,447.88333333332884
2024-10-01 06:22:32,23.3,-0.245663,-78.515863,447.9499999999955
2024-10-01 06:22:37,31.6,-0.245536,-78.515533,448.0333333333288
2024-10-01 06:22:42,38.3,-0.24535,-78.51513,448.1166666666621
2024-10-01 06:22:47,27.7,-0.245175,-78.514751,448.19999999999544
2024-10-01 06:22:52,0.0,-0.245096,-78.514585,448.28333333332876
2024-10-01 06:23:02,4.2,-0.245095,-78.51456,448.44999999999544
2024-10-01 06:23:07,14.2,-0.245053,-78.514453,448.53333333332876
